sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der pilot sieht gern fernsehprogramme und sieht gern fernsehprogramme,-61.0413703918457,-45.74543762207031,-45.70488739013672,-67.51956939697266,-79.96834564208984,-67.68766021728516,-57.35593795776367,-26.989030838012695,-41.359588623046875,-63.942962646484375,-77.78572082519531,-66.89139556884766,-61.55199432373047,-42.935157775878906,-50.37018966674805,-79.77308654785156,-80.53058624267578,-85.18721008300781
der pilot sieht gern fernsehprogramme und sehen gern fernsehprogramme,-68.17780303955078,-51.10542678833008,-52.46156311035156,-69.29032897949219,-77.0090103149414,-72.6759262084961,-63.825157165527344,-32.240478515625,-45.764366149902344,-66.71150970458984,-75.16170501708984,-74.24480438232422,-68.8089599609375,-47.389404296875,-57.5461540222168,-83.51769256591797,-88.19695281982422,-86.84677124023438
der pilot sieht gern fernsehprogramme und ist zwanzig jahre alt,-64.70149993896484,-55.884769439697266,-58.55051040649414,-62.5085334777832,-66.3064193725586,-62.907047271728516,-67.8336181640625,-49.40855407714844,-60.0688362121582,-63.006656646728516,-65.27577209472656,-60.43115234375,-68.76217651367188,-52.591148376464844,-67.59660339355469,-64.21121978759766,-70.79698944091797,-70.2619857788086
der pilot sieht gern fernsehprogramme und sind zwanzig jahre alt,-66.85466766357422,-58.091129302978516,-61.69698715209961,-64.44488525390625,-69.86840057373047,-63.81614303588867,-72.43219757080078,-52.64031982421875,-64.29769897460938,-63.88380432128906,-68.88131713867188,-62.247230529785156,-67.45066833496094,-50.65056610107422,-64.21833801269531,-62.5928955078125,-68.52584838867188,-70.03462219238281
der pilot sieht gern fernsehprogramme und mag lieber tennis mit seinen kollegen spielen,-94.15425109863281,-78.2019271850586,-85.9715805053711,-114.90794372558594,-116.53453063964844,-109.40730285644531,-96.13784790039062,-80.16348266601562,-88.014404296875,-119.18661499023438,-121.18928527832031,-110.79058837890625,-116.44639587402344,-95.25727844238281,-112.09989166259766,-105.59507751464844,-108.60675811767578,-107.78646850585938
der pilot sieht gern fernsehprogramme und mögen lieber tennis mit seinen kollegen spielen,-97.21476745605469,-85.83219146728516,-91.23531341552734,-112.98636627197266,-115.05774688720703,-104.65550231933594,-100.2982177734375,-88.61471557617188,-91.86520385742188,-112.53677368164062,-116.81434631347656,-103.04002380371094,-120.80703735351562,-97.70745849609375,-118.98491668701172,-106.15945434570312,-110.39289855957031,-112.16597747802734
der pilot sieht gern fernsehprogramme und schreibt jeden tag in seinem journal,-105.61299896240234,-91.84774780273438,-95.8696060180664,-81.77523803710938,-87.31298828125,-80.98773956298828,-104.79430389404297,-84.62308502197266,-92.77196502685547,-79.65972900390625,-88.0383529663086,-83.00194549560547,-104.01868438720703,-100.10834503173828,-106.21231079101562,-70.23223114013672,-73.99110412597656,-72.73487091064453
der pilot sieht gern fernsehprogramme und schreiben jeden tag in seinem journal,-109.05986022949219,-98.16481018066406,-97.38477325439453,-83.83804321289062,-88.27320098876953,-82.42039489746094,-109.01496124267578,-96.1571044921875,-96.46759796142578,-84.95196533203125,-92.21723937988281,-85.26349639892578,-105.4383316040039,-102.97576904296875,-108.79458618164062,-70.31411743164062,-71.90827941894531,-73.28208923339844
der berater sieht gern fernsehprogramme und spricht viele verschiedene sprachen,-95.23759460449219,-91.76112365722656,-104.99344635009766,-80.16169738769531,-81.49333190917969,-78.53706359863281,-106.2992935180664,-83.79084777832031,-105.76162719726562,-79.05352783203125,-82.8128662109375,-77.44764709472656,-118.45687103271484,-104.83427429199219,-112.1678695678711,-78.3827133178711,-86.37835693359375,-85.91671752929688
der berater sieht gern fernsehprogramme und sprechen viele verschiedene sprachen,-98.20245361328125,-90.74324798583984,-105.45513153076172,-78.04963684082031,-78.7891616821289,-78.752197265625,-110.84066772460938,-90.14822387695312,-107.76429748535156,-75.96955871582031,-79.95738220214844,-78.17137145996094,-115.83296203613281,-99.03248596191406,-106.0770263671875,-72.1946029663086,-77.5932388305664,-72.66963195800781
der berater sieht gern fernsehprogramme und sieht gern fernsehprogramme,-74.12906646728516,-65.42437744140625,-70.94793701171875,-72.15776824951172,-80.90851593017578,-74.41358184814453,-79.80023193359375,-49.50025177001953,-64.69163513183594,-66.6570816040039,-78.37306213378906,-74.84236907958984,-71.9894027709961,-63.0909423828125,-65.98664093017578,-79.55735778808594,-81.6109619140625,-85.85621643066406
der berater sieht gern fernsehprogramme und sehen gern fernsehprogramme,-80.04304504394531,-71.10163879394531,-76.4459228515625,-74.60086822509766,-77.87943267822266,-78.64368438720703,-83.21953582763672,-52.52588653564453,-66.81797790527344,-69.99886322021484,-76.49925231933594,-80.9986801147461,-81.17235565185547,-66.19916534423828,-72.54224395751953,-83.20564270019531,-89.75181579589844,-88.16236877441406
der berater sieht gern fernsehprogramme und ist zwanzig jahre alt,-75.19283294677734,-73.89431762695312,-81.48719024658203,-67.20809936523438,-67.8076171875,-71.11822509765625,-84.97158813476562,-66.42542266845703,-81.92247009277344,-66.676513671875,-68.4460220336914,-69.4835205078125,-89.98806762695312,-73.90154266357422,-80.48252868652344,-63.904083251953125,-72.48975372314453,-70.88423919677734
der berater sieht gern fernsehprogramme und sind zwanzig jahre alt,-77.79490661621094,-75.005126953125,-85.16007995605469,-68.89735412597656,-71.2499008178711,-71.04545593261719,-91.20896911621094,-67.39928436279297,-87.35870361328125,-67.29600524902344,-71.28288269042969,-70.19548034667969,-90.07046508789062,-71.98611450195312,-78.20258331298828,-62.24718475341797,-70.03030395507812,-70.81922149658203
der berater sieht gern fernsehprogramme und mag lieber tennis mit seinen kollegen spielen,-109.98575592041016,-99.13741302490234,-112.20272064208984,-118.4876937866211,-117.24565887451172,-116.25688171386719,-119.46571350097656,-94.67352294921875,-112.43182373046875,-120.8724594116211,-121.43403625488281,-118.52139282226562,-139.32467651367188,-115.95667266845703,-127.53568267822266,-105.50682067871094,-111.67498779296875,-108.55674743652344
der berater sieht gern fernsehprogramme und mögen lieber tennis mit seinen kollegen spielen,-113.42952728271484,-106.8372573852539,-116.13838958740234,-115.56836700439453,-114.99435424804688,-111.82711029052734,-124.82832336425781,-102.53717803955078,-115.88184356689453,-114.0716781616211,-116.43806457519531,-111.1867446899414,-143.80218505859375,-119.15548706054688,-132.71817016601562,-105.92475128173828,-113.09162902832031,-112.63053894042969
der berater sieht gern fernsehprogramme und schreibt jeden tag in seinem journal,-116.52910614013672,-107.31716918945312,-120.55249786376953,-85.82428741455078,-88.0925064086914,-88.58673858642578,-122.53378295898438,-99.61373901367188,-115.2957534790039,-82.39424896240234,-88.27651977539062,-90.82513427734375,-124.36019134521484,-120.39886474609375,-114.29451751708984,-69.76594543457031,-75.16902160644531,-74.03229522705078
der berater sieht gern fernsehprogramme und schreiben jeden tag in seinem journal,-119.38587188720703,-112.14385986328125,-120.06434631347656,-87.02081298828125,-88.25389862060547,-89.28490447998047,-124.17707824707031,-106.25735473632812,-115.86026763916016,-86.59801483154297,-91.12525939941406,-92.66616821289062,-126.82620239257812,-122.33486938476562,-114.8741226196289,-69.07847595214844,-73.37056732177734,-74.70121765136719
der schriftsteller ist zwanzig jahre alt und spricht viele verschiedene sprachen,-61.292625427246094,-63.252586364746094,-69.30817413330078,-57.19617462158203,-52.68312072753906,-56.16982650756836,-70.02327728271484,-64.50071716308594,-70.5771255493164,-58.509918212890625,-52.914798736572266,-54.04054260253906,-72.28654479980469,-63.846500396728516,-66.61792755126953,-50.84581756591797,-55.901329040527344,-54.86148452758789
der schriftsteller ist zwanzig jahre alt und sprechen viele verschiedene sprachen,-61.817230224609375,-66.52822875976562,-70.11631774902344,-54.857757568359375,-50.80746078491211,-55.79764938354492,-69.46234130859375,-67.95323944091797,-71.54011535644531,-56.48439025878906,-51.25259780883789,-55.32021713256836,-68.5556869506836,-59.84777069091797,-62.066734313964844,-42.03232955932617,-46.26923370361328,-41.66255187988281
der schriftsteller ist zwanzig jahre alt und sieht gern fernsehprogramme,-60.545738220214844,-58.36067199707031,-53.19839859008789,-54.320655822753906,-58.15146255493164,-55.67900848388672,-57.6325569152832,-49.00271224975586,-49.717926025390625,-52.666770935058594,-58.498966217041016,-55.49482727050781,-77.11006927490234,-65.60414123535156,-73.30773162841797,-61.02677917480469,-66.62145233154297,-63.321434020996094
der schriftsteller ist zwanzig jahre alt und sehen gern fernsehprogramme,-64.1517333984375,-59.50062561035156,-56.142704010009766,-57.865055084228516,-58.32563018798828,-59.52202606201172,-61.1257438659668,-49.30979537963867,-51.43958282470703,-56.52249526977539,-59.33943176269531,-60.30010986328125,-74.93238067626953,-63.03120422363281,-72.69113159179688,-65.95559692382812,-72.68487548828125,-65.17839050292969
der schriftsteller ist zwanzig jahre alt und ist zwanzig jahre alt,-34.0384521484375,-38.190067291259766,-36.34455108642578,-40.19514083862305,-38.93733596801758,-41.24158477783203,-35.141448974609375,-33.67445755004883,-35.525272369384766,-41.081844329833984,-39.031951904296875,-40.271324157714844,-32.38956832885742,-27.726402282714844,-29.330795288085938,-37.20954895019531,-42.877723693847656,-39.970985412597656
der schriftsteller ist zwanzig jahre alt und sind zwanzig jahre alt,-37.85105895996094,-42.21854782104492,-41.084869384765625,-43.34920120239258,-43.692543029785156,-45.49348449707031,-40.40717315673828,-36.11826705932617,-40.941505432128906,-44.079322814941406,-43.80036544799805,-44.343597412109375,-33.301700592041016,-29.143529891967773,-28.52880859375,-36.595176696777344,-43.1549072265625,-40.25334167480469
der schriftsteller ist zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-69.08519744873047,-70.2224349975586,-73.33272552490234,-87.3543472290039,-84.99993896484375,-85.96179962158203,-71.23310852050781,-69.4189682006836,-72.95692443847656,-92.3958740234375,-86.3228759765625,-86.93133544921875,-92.31539916992188,-84.77534484863281,-89.05133819580078,-80.9400405883789,-84.33033752441406,-80.15623474121094
der schriftsteller ist zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-70.58230590820312,-74.52906036376953,-78.31134796142578,-94.7783432006836,-88.0419921875,-89.02470397949219,-75.43233489990234,-74.83704376220703,-77.71669006347656,-97.0691146850586,-90.49537658691406,-88.05170440673828,-97.24522399902344,-87.89768981933594,-93.88526153564453,-80.35973358154297,-84.5199203491211,-81.50665283203125
der schriftsteller ist zwanzig jahre alt und schreibt jeden tag in seinem journal,-78.5043716430664,-82.04969024658203,-83.52598571777344,-60.01564407348633,-64.21690368652344,-62.483421325683594,-80.63135528564453,-78.43711853027344,-80.9389877319336,-62.387420654296875,-64.55770874023438,-63.776512145996094,-80.51299285888672,-79.4644775390625,-75.10775756835938,-46.010746002197266,-49.66328048706055,-44.0811767578125
der schriftsteller ist zwanzig jahre alt und schreiben jeden tag in seinem journal,-82.44644165039062,-85.24217224121094,-85.3616943359375,-64.68473815917969,-68.49498748779297,-68.05535888671875,-82.19042205810547,-85.38638305664062,-81.78111267089844,-66.31453704833984,-72.64728546142578,-72.5443115234375,-82.41365814208984,-81.46885681152344,-77.10067749023438,-48.882606506347656,-50.85457992553711,-47.515987396240234
der direktor ist zwanzig jahre alt und spricht viele verschiedene sprachen,-68.02718353271484,-69.76688385009766,-75.59066009521484,-61.586212158203125,-52.15978240966797,-58.67205810546875,-74.74391174316406,-69.5048599243164,-77.92921447753906,-63.02626419067383,-53.35306930541992,-56.950191497802734,-81.80979919433594,-77.9359359741211,-78.22652435302734,-55.38273239135742,-60.94901657104492,-61.402217864990234
der direktor ist zwanzig jahre alt und sprechen viele verschiedene sprachen,-69.64514923095703,-73.41494750976562,-75.76702880859375,-58.48662567138672,-50.67710876464844,-58.132164001464844,-75.10621643066406,-74.15125274658203,-79.99017333984375,-60.3322868347168,-52.43447494506836,-58.187137603759766,-78.95122528076172,-74.33349609375,-74.99254608154297,-46.70232009887695,-51.744232177734375,-47.74125671386719
der direktor ist zwanzig jahre alt und sieht gern fernsehprogramme,-64.39705657958984,-64.12020111083984,-60.52272415161133,-60.675262451171875,-61.724456787109375,-60.20566940307617,-62.19880676269531,-58.21400451660156,-59.760562896728516,-59.40907669067383,-63.799312591552734,-60.0755729675293,-83.1163330078125,-74.85256958007812,-84.08396911621094,-65.09407043457031,-69.7617416381836,-68.5949478149414
der direktor ist zwanzig jahre alt und sehen gern fernsehprogramme,-68.39225769042969,-65.4383773803711,-62.98283004760742,-65.4942626953125,-61.15723419189453,-64.55712890625,-64.49773406982422,-58.56288146972656,-60.69370651245117,-64.44363403320312,-63.95223617553711,-65.39927673339844,-81.89437103271484,-72.93404388427734,-84.31450653076172,-69.8021469116211,-76.52014923095703,-70.70038604736328
der direktor ist zwanzig jahre alt und ist zwanzig jahre alt,-40.543121337890625,-44.179649353027344,-43.96186828613281,-46.39683151245117,-39.933902740478516,-44.51934051513672,-41.12263107299805,-40.652618408203125,-43.32865905761719,-47.190433502197266,-41.69961166381836,-43.86841583251953,-41.07329559326172,-39.03065490722656,-42.04865646362305,-40.709327697753906,-47.55204772949219,-45.746341705322266
der direktor ist zwanzig jahre alt und sind zwanzig jahre alt,-44.1983757019043,-48.03070068359375,-48.12726593017578,-50.65010070800781,-44.182579040527344,-48.68270492553711,-46.15591049194336,-42.465858459472656,-48.39666748046875,-51.336246490478516,-45.396854400634766,-48.33357620239258,-42.14241027832031,-40.26496505737305,-41.39925765991211,-40.70635986328125,-47.82269287109375,-45.93085479736328
der direktor ist zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-74.07548522949219,-79.82862854003906,-80.49706268310547,-96.30598449707031,-87.52584838867188,-91.18741607666016,-74.8328857421875,-76.45804595947266,-82.85231018066406,-100.62078094482422,-89.91325378417969,-90.783447265625,-101.75091552734375,-90.7893295288086,-99.81968688964844,-87.23937225341797,-90.37364196777344,-87.85327911376953
der direktor ist zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-76.4073486328125,-84.10005187988281,-85.59210968017578,-103.77484130859375,-90.60978698730469,-94.78169250488281,-79.57351684570312,-82.2919692993164,-88.40337371826172,-105.97079467773438,-93.8609390258789,-94.24911499023438,-106.63445281982422,-94.29801177978516,-104.54523468017578,-87.12726593017578,-92.05317687988281,-89.4885482788086
der direktor ist zwanzig jahre alt und schreibt jeden tag in seinem journal,-85.52242279052734,-90.33946228027344,-92.23756408691406,-65.4378662109375,-64.49720001220703,-67.27413940429688,-84.6649169921875,-87.27848052978516,-88.17870330810547,-67.25867462158203,-66.08875274658203,-68.65924072265625,-89.94692993164062,-88.82274627685547,-88.73871612548828,-51.41785430908203,-55.58766555786133,-50.136898040771484
